path,duration,emotion,dataset
D:/Data/RAVDESS/Actor_14\03-01-08-01-01-02-14.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-08-01-02-01-14.wav,3.203,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-08-01-02-02-14.wav,3.303,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-08-02-01-01-14.wav,3.971,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-08-02-01-02-14.wav,3.704,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-08-02-02-01-14.wav,3.704,neutral,RAVDESS
D:/Data/RAVDESS/Actor_14\03-01-08-02-02-02-14.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-01-01-01-01-15.wav,3.37,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-01-01-01-02-15.wav,3.437,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-01-01-02-01-15.wav,3.437,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-01-01-02-02-15.wav,3.403,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-02-01-01-01-15.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-02-01-01-02-15.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-02-01-02-01-15.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-02-01-02-02-15.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-02-02-01-01-15.wav,3.67,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-02-02-01-02-15.wav,3.804,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-02-02-02-01-15.wav,3.937,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-02-02-02-02-15.wav,3.604,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-03-01-01-01-15.wav,3.403,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-03-01-01-02-15.wav,3.337,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-03-01-02-01-15.wav,3.337,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-03-01-02-02-15.wav,3.437,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-03-02-01-01-15.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-03-02-01-02-15.wav,3.47,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-03-02-02-01-15.wav,3.804,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-03-02-02-02-15.wav,3.37,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-04-01-01-01-15.wav,3.503,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-04-01-01-02-15.wav,3.303,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-04-01-02-01-15.wav,3.303,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-04-01-02-02-15.wav,3.37,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-04-02-01-01-15.wav,3.27,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-04-02-01-02-15.wav,3.403,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-04-02-02-01-15.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-04-02-02-02-15.wav,3.437,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-05-01-01-01-15.wav,3.637,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-05-01-01-02-15.wav,3.604,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-05-01-02-01-15.wav,3.704,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-05-01-02-02-15.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-05-02-01-01-15.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-05-02-01-02-15.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-05-02-02-01-15.wav,3.47,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-05-02-02-02-15.wav,3.604,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-06-01-01-01-15.wav,3.303,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-06-01-01-02-15.wav,3.303,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-06-01-02-01-15.wav,3.27,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-06-01-02-02-15.wav,3.303,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-06-02-01-01-15.wav,3.337,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-06-02-01-02-15.wav,3.47,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-06-02-02-01-15.wav,3.37,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-06-02-02-02-15.wav,3.503,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-07-01-01-01-15.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-07-01-01-02-15.wav,3.637,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-07-01-02-01-15.wav,3.67,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-07-01-02-02-15.wav,4.071,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-07-02-01-01-15.wav,3.704,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-07-02-01-02-15.wav,3.37,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-07-02-02-01-15.wav,3.303,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-07-02-02-02-15.wav,3.47,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-08-01-01-01-15.wav,3.637,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-08-01-01-02-15.wav,3.437,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-08-01-02-01-15.wav,3.704,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-08-01-02-02-15.wav,3.37,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-08-02-01-01-15.wav,3.37,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-08-02-01-02-15.wav,3.303,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-08-02-02-01-15.wav,3.203,neutral,RAVDESS
D:/Data/RAVDESS/Actor_15\03-01-08-02-02-02-15.wav,3.337,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-01-01-01-01-16.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-01-01-01-02-16.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-01-01-02-01-16.wav,3.604,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-01-01-02-02-16.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-02-01-01-01-16.wav,3.704,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-02-01-01-02-16.wav,3.871,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-02-01-02-01-16.wav,3.804,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-02-01-02-02-16.wav,3.67,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-02-02-01-01-16.wav,3.871,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-02-02-01-02-16.wav,3.937,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-02-02-02-01-16.wav,3.804,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-02-02-02-02-16.wav,3.804,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-03-01-01-01-16.wav,3.704,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-03-01-01-02-16.wav,3.67,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-03-01-02-01-16.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-03-01-02-02-16.wav,3.67,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-03-02-01-01-16.wav,3.77,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-03-02-01-02-16.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-03-02-02-01-16.wav,3.77,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-03-02-02-02-16.wav,3.804,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-04-01-01-01-16.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-04-01-01-02-16.wav,3.637,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-04-01-02-01-16.wav,3.403,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-04-01-02-02-16.wav,3.503,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-04-02-01-01-16.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-04-02-01-02-16.wav,3.804,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-04-02-02-01-16.wav,3.871,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-04-02-02-02-16.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-05-01-01-01-16.wav,3.971,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-05-01-01-02-16.wav,4.004,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-05-01-02-01-16.wav,3.904,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-05-01-02-02-16.wav,3.904,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-05-02-01-01-16.wav,3.971,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-05-02-01-02-16.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-05-02-02-01-16.wav,3.804,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-05-02-02-02-16.wav,4.071,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-06-01-01-01-16.wav,3.704,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-06-01-01-02-16.wav,3.503,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-06-01-02-01-16.wav,3.637,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-06-01-02-02-16.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-06-02-01-01-16.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-06-02-01-02-16.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-06-02-02-01-16.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-06-02-02-02-16.wav,3.503,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-07-01-01-01-16.wav,3.77,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-07-01-01-02-16.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-07-01-02-01-16.wav,3.47,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-07-01-02-02-16.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-07-02-01-01-16.wav,4.271,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-07-02-01-02-16.wav,4.238,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-07-02-02-01-16.wav,4.137,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-07-02-02-02-16.wav,4.137,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-08-01-01-01-16.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-08-01-01-02-16.wav,3.437,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-08-01-02-01-16.wav,3.503,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-08-01-02-02-16.wav,3.437,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-08-02-01-01-16.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-08-02-01-02-16.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-08-02-02-01-16.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_16\03-01-08-02-02-02-16.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-01-01-01-01-17.wav,3.837,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-01-01-01-02-17.wav,3.503,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-01-01-02-01-17.wav,3.503,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-01-01-02-02-17.wav,3.47,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-02-01-01-01-17.wav,3.503,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-02-01-01-02-17.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-02-01-02-01-17.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-02-01-02-02-17.wav,3.77,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-02-02-01-01-17.wav,3.871,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-02-02-01-02-17.wav,3.604,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-02-02-02-01-17.wav,3.837,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-02-02-02-02-17.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-03-01-01-01-17.wav,3.47,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-03-01-01-02-17.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-03-01-02-01-17.wav,3.47,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-03-01-02-02-17.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-03-02-01-01-17.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-03-02-01-02-17.wav,4.104,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-03-02-02-01-17.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-03-02-02-02-17.wav,3.804,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-04-01-01-01-17.wav,3.67,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-04-01-01-02-17.wav,3.503,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-04-01-02-01-17.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-04-01-02-02-17.wav,3.604,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-04-02-01-01-17.wav,3.67,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-04-02-01-02-17.wav,3.704,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-04-02-02-01-17.wav,3.604,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-04-02-02-02-17.wav,3.57,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-05-01-01-01-17.wav,3.47,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-05-01-01-02-17.wav,3.704,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-05-01-02-01-17.wav,3.604,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-05-01-02-02-17.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-05-02-01-01-17.wav,3.503,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-05-02-01-02-17.wav,3.737,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-05-02-02-01-17.wav,3.637,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-05-02-02-02-17.wav,3.804,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-06-01-01-01-17.wav,3.47,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-06-01-01-02-17.wav,3.503,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-06-01-02-01-17.wav,3.537,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-06-01-02-02-17.wav,3.637,neutral,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-06-02-01-01-17.wav,3.704,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-06-02-01-02-17.wav,3.737,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-06-02-02-01-17.wav,3.67,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-06-02-02-02-17.wav,3.837,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-07-01-01-01-17.wav,3.837,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-07-01-01-02-17.wav,3.704,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-07-01-02-01-17.wav,3.57,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-07-01-02-02-17.wav,3.503,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-07-02-01-01-17.wav,4.204,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-07-02-01-02-17.wav,4.171,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-07-02-02-01-17.wav,4.471,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-07-02-02-02-17.wav,4.605,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-08-01-01-01-17.wav,3.403,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-08-01-01-02-17.wav,3.637,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-08-01-02-01-17.wav,3.37,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-08-01-02-02-17.wav,3.437,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-08-02-01-01-17.wav,3.537,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-08-02-01-02-17.wav,3.67,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-08-02-02-01-17.wav,3.437,surprise,RAVDESS
D:/Data/RAVDESS/Actor_17\03-01-08-02-02-02-17.wav,3.537,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-01-01-01-01-18.wav,3.47,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-01-01-01-02-18.wav,3.537,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-01-01-02-01-18.wav,3.47,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-01-01-02-02-18.wav,3.47,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-02-01-01-01-18.wav,3.47,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-02-01-01-02-18.wav,3.403,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-02-01-02-01-18.wav,3.637,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-02-01-02-02-18.wav,3.503,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-02-02-01-01-18.wav,3.604,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-02-02-01-02-18.wav,3.604,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-02-02-02-01-18.wav,3.604,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-02-02-02-02-18.wav,3.604,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-03-01-01-01-18.wav,3.403,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-03-01-01-02-18.wav,3.37,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-03-01-02-01-18.wav,3.437,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-03-01-02-02-18.wav,3.503,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-03-02-01-01-18.wav,3.77,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-03-02-01-02-18.wav,3.937,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-03-02-02-01-18.wav,3.77,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-03-02-02-02-18.wav,3.837,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-04-01-01-01-18.wav,3.57,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-04-01-01-02-18.wav,3.637,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-04-01-02-01-18.wav,3.537,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-04-01-02-02-18.wav,3.637,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-04-02-01-01-18.wav,3.804,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-04-02-01-02-18.wav,3.837,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-04-02-02-01-18.wav,4.137,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-04-02-02-02-18.wav,3.837,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-05-01-01-01-18.wav,3.904,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-05-01-01-02-18.wav,4.171,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-05-01-02-01-18.wav,3.57,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-05-01-02-02-18.wav,3.637,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-05-02-01-01-18.wav,3.704,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-05-02-01-02-18.wav,3.77,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-05-02-02-01-18.wav,3.837,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-05-02-02-02-18.wav,4.238,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-06-01-01-01-18.wav,3.437,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-06-01-01-02-18.wav,3.403,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-06-01-02-01-18.wav,3.47,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-06-01-02-02-18.wav,3.47,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-06-02-01-01-18.wav,3.737,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-06-02-01-02-18.wav,4.171,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-06-02-02-01-18.wav,3.804,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-06-02-02-02-18.wav,3.804,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-07-01-01-01-18.wav,4.304,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-07-01-01-02-18.wav,4.071,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-07-01-02-01-18.wav,3.67,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-07-01-02-02-18.wav,4.371,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-07-02-01-01-18.wav,4.771,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-07-02-01-02-18.wav,4.471,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-07-02-02-01-18.wav,4.638,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-07-02-02-02-18.wav,4.571,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-08-01-01-01-18.wav,3.37,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-08-01-01-02-18.wav,3.503,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-08-01-02-01-18.wav,3.503,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-08-01-02-02-18.wav,3.503,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-08-02-01-01-18.wav,3.637,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-08-02-01-02-18.wav,3.537,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-08-02-02-01-18.wav,3.871,surprise,RAVDESS
D:/Data/RAVDESS/Actor_18\03-01-08-02-02-02-18.wav,3.637,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-01-01-01-01-19.wav,3.37,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-01-01-01-02-19.wav,3.237,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-01-01-02-01-19.wav,3.337,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-01-01-02-02-19.wav,3.303,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-02-01-01-01-19.wav,3.67,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-02-01-01-02-19.wav,3.67,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-02-01-02-01-19.wav,3.337,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-02-01-02-02-19.wav,3.47,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-02-02-01-01-19.wav,4.471,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-02-02-01-02-19.wav,4.037,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-02-02-02-01-19.wav,4.605,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-02-02-02-02-19.wav,4.304,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-03-01-01-01-19.wav,3.637,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-03-01-01-02-19.wav,3.704,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-03-01-02-01-19.wav,3.27,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-03-01-02-02-19.wav,3.303,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-03-02-01-01-19.wav,3.77,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-03-02-01-02-19.wav,3.804,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-03-02-02-01-19.wav,4.404,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-03-02-02-02-19.wav,4.004,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-04-01-01-01-19.wav,3.437,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-04-01-01-02-19.wav,3.67,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-04-01-02-01-19.wav,3.17,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-04-01-02-02-19.wav,3.67,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-04-02-01-01-19.wav,4.004,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-04-02-01-02-19.wav,3.704,surprise,RAVDESS
D:/Data/RAVDESS/Actor_19\03-01-04-02-02-01-19.wav,3.403,surprise,RAVDESS
