path,duration,emotion,dataset
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_goal_happy.wav,1.841,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_good_happy.wav,1.799,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_goose_happy.wav,1.963,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_gun_happy.wav,1.852,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_half_happy.wav,1.761,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_hall_happy.wav,1.926,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_hash_happy.wav,1.978,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_hate_happy.wav,1.922,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_have_happy.wav,2.012,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_haze_happy.wav,2.112,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_hire_happy.wav,1.844,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_hit_happy.wav,1.845,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_hole_happy.wav,1.837,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_home_happy.wav,1.769,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_hurl_happy.wav,1.829,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_hush_happy.wav,1.972,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_jail_happy.wav,1.858,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_jar_happy.wav,1.839,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_join_happy.wav,2.088,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_judge_happy.wav,2.157,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_jug_happy.wav,1.813,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_juice_happy.wav,1.962,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_keen_happy.wav,1.826,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_keep_happy.wav,1.968,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_keg_happy.wav,1.874,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_kick_happy.wav,1.91,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_kill_happy.wav,1.992,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_king_happy.wav,1.827,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_kite_happy.wav,1.775,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_knock_happy.wav,1.88,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_late_happy.wav,1.826,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_laud_happy.wav,1.81,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_lean_happy.wav,1.967,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_learn_happy.wav,2.081,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_lease_happy.wav,2.022,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_lid_happy.wav,1.758,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_life_happy.wav,2.004,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_limb_happy.wav,1.823,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_live_happy.wav,2.047,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_loaf_happy.wav,1.987,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_long_happy.wav,2.025,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_lore_happy.wav,2.022,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_lose_happy.wav,2.196,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_lot_happy.wav,1.871,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_love_happy.wav,1.789,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_luck_happy.wav,1.874,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_make_happy.wav,1.977,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_match_happy.wav,2.074,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_merge_happy.wav,2.004,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_mess_happy.wav,2.236,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_met_happy.wav,1.815,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_mill_happy.wav,1.772,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_mob_happy.wav,1.866,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_mode_happy.wav,1.758,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_mood_happy.wav,1.814,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_moon_happy.wav,1.783,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_mop_happy.wav,2.013,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_mouse_happy.wav,2.107,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_nag_happy.wav,1.815,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_name_happy.wav,2.037,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_near_happy.wav,1.896,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_neat_happy.wav,1.954,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_nice_happy.wav,2.036,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_note_happy.wav,2.092,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_numb_happy.wav,1.935,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_pad_happy.wav,1.889,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_page_happy.wav,1.957,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_pain_happy.wav,1.897,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_pass_happy.wav,2.072,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_pearl_happy.wav,1.875,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_peg_happy.wav,1.909,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_perch_happy.wav,2.144,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_phone_happy.wav,1.983,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_pick_happy.wav,1.934,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_pike_happy.wav,2.001,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_pole_happy.wav,1.906,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_pool_happy.wav,1.766,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_puff_happy.wav,1.755,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_rag_happy.wav,1.778,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_raid_happy.wav,1.818,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_rain_happy.wav,2.006,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_raise_happy.wav,1.966,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_rat_happy.wav,1.997,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_reach_happy.wav,2.039,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_read_happy.wav,1.752,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_red_happy.wav,1.961,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_ring_happy.wav,1.912,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_ripe_happy.wav,1.958,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_road_happy.wav,2.023,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_room_happy.wav,2.069,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_rose_happy.wav,2.028,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_rot_happy.wav,1.874,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_rough_happy.wav,1.875,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_rush_happy.wav,2.082,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_said_happy.wav,1.888,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_sail_happy.wav,1.921,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_search_happy.wav,2.093,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_seize_happy.wav,2.221,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_sell_happy.wav,1.856,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_shack_happy.wav,1.946,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_shall_happy.wav,1.954,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_shawl_happy.wav,2.0,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_sheep_happy.wav,2.024,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_shirt_happy.wav,2.073,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_should_happy.wav,1.976,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_shout_happy.wav,1.954,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_size_happy.wav,1.978,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_soap_happy.wav,2.083,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_soup_happy.wav,1.901,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_sour_happy.wav,2.018,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_south_happy.wav,2.086,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_sub_happy.wav,1.817,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_such_happy.wav,2.095,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_sure_happy.wav,1.752,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_take_happy.wav,2.001,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_talk_happy.wav,2.056,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_tape_happy.wav,1.955,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_team_happy.wav,2.126,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_tell_happy.wav,1.976,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_thin_happy.wav,1.966,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_third_happy.wav,1.777,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_thought_happy.wav,1.908,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_thumb_happy.wav,1.971,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_time_happy.wav,2.009,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_tip_happy.wav,1.828,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_tire_happy.wav,2.035,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_ton_happy.wav,1.821,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_tool_happy.wav,1.79,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_tough_happy.wav,1.729,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_turn_happy.wav,1.859,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_vine_happy.wav,1.933,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_voice_happy.wav,1.982,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_void_happy.wav,2.144,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_vote_happy.wav,2.002,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_wag_happy.wav,1.957,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_walk_happy.wav,2.134,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_wash_happy.wav,2.12,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_week_happy.wav,1.756,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_wheat_happy.wav,2.081,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_when_happy.wav,1.946,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_which_happy.wav,2.081,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_whip_happy.wav,1.927,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_white_happy.wav,2.035,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_wife_happy.wav,2.064,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_wire_happy.wav,2.076,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_witch_happy.wav,2.077,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_yearn_happy.wav,2.086,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_yes_happy.wav,2.179,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_young_happy.wav,1.832,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_happy\YAF_youth_happy.wav,2.111,happy,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_back_neutral.wav,2.098,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_bar_neutral.wav,1.989,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_base_neutral.wav,2.116,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_bath_neutral.wav,1.985,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_bean_neutral.wav,1.798,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_beg_neutral.wav,2.054,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_bite_neutral.wav,2.04,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_boat_neutral.wav,1.91,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_bone_neutral.wav,2.056,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_book_neutral.wav,2.028,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_bought_neutral.wav,2.054,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_burn_neutral.wav,1.901,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_cab_neutral.wav,2.117,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_calm_neutral.wav,2.056,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_came_neutral.wav,2.366,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_cause_neutral.wav,2.29,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_chain_neutral.wav,2.176,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_chair_neutral.wav,2.076,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_chalk_neutral.wav,2.035,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_chat_neutral.wav,2.2,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_check_neutral.wav,2.254,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_cheek_neutral.wav,2.269,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_chief_neutral.wav,2.076,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_choice_neutral.wav,1.976,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_cool_neutral.wav,2.139,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_dab_neutral.wav,2.067,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_date_neutral.wav,2.094,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_dead_neutral.wav,1.943,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_death_neutral.wav,1.95,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_deep_neutral.wav,1.783,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_dime_neutral.wav,1.98,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_dip_neutral.wav,2.099,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_ditch_neutral.wav,2.095,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_dodge_neutral.wav,2.177,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_dog_neutral.wav,2.203,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_doll_neutral.wav,1.987,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_door_neutral.wav,1.948,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_fail_neutral.wav,2.092,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_fall_neutral.wav,2.009,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_far_neutral.wav,2.157,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_fat_neutral.wav,2.159,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_fit_neutral.wav,1.97,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_five_neutral.wav,2.202,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_food_neutral.wav,1.984,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_gap_neutral.wav,1.928,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_gas_neutral.wav,2.248,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_gaze_neutral.wav,2.274,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_germ_neutral.wav,2.175,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_get_neutral.wav,1.889,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_gin_neutral.wav,2.114,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_goal_neutral.wav,2.216,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_good_neutral.wav,2.062,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_goose_neutral.wav,2.038,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_gun_neutral.wav,2.088,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_half_neutral.wav,2.2,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_hall_neutral.wav,1.978,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_hash_neutral.wav,2.02,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_hate_neutral.wav,2.17,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_have_neutral.wav,2.108,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_haze_neutral.wav,2.295,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_hire_neutral.wav,2.045,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_hit_neutral.wav,2.085,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_hole_neutral.wav,2.105,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_home_neutral.wav,2.027,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_hurl_neutral.wav,2.083,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_hush_neutral.wav,2.249,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_jail_neutral.wav,2.124,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_jar_neutral.wav,2.019,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_join_neutral.wav,2.11,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_judge_neutral.wav,2.09,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_jug_neutral.wav,2.0,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_juice_neutral.wav,2.297,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_keen_neutral.wav,2.003,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_keep_neutral.wav,2.162,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_keg_neutral.wav,1.978,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_kick_neutral.wav,2.032,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_kill_neutral.wav,2.001,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_king_neutral.wav,2.156,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_kite_neutral.wav,2.029,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_knock_neutral.wav,1.951,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_late_neutral.wav,2.082,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_laud_neutral.wav,2.032,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_lean_neutral.wav,2.111,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_learn_neutral.wav,2.117,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_lease_neutral.wav,2.156,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_lid_neutral.wav,2.049,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_life_neutral.wav,2.168,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_limb_neutral.wav,1.955,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_live_neutral.wav,2.109,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_loaf_neutral.wav,2.245,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_long_neutral.wav,2.191,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_lore_neutral.wav,2.098,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_lose_neutral.wav,2.083,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_lot_neutral.wav,2.018,neutral,TESS
D:/Data/TESS/TESS Toronto emotional speech set data/YAF_neutral\YAF_love_neutral.wav,1.975,neutral,TESS
